Vermis;;;;;;Teuthus;;;;;;Argos;;;;;;Orion;;;;;;Maia;;;;;;Overall;;;;;
0,220753968;0,061765873;0,0975;0,538424313;0,150648471;0,237804878;0,223968254;0,16093254;0,07484127;0,546264034;0,392518389;0,182539683;0,19625;0,192380952;0,081964286;0,478658537;0,469221834;0,199912893;0,15984127;0,150833333;0,140873016;0,389856756;0,367886179;0,343592722;0,182857143;0,122301587;0,027916667;0,445993031;0,298296554;0,068089431;0,196734127;0,137642857;0,084619048;0,479839334;0,335714286;0,206387921
0,336666667;0,110813492;0,12125;0,821138211;0,27027681;0,295731707;0,269543651;0,158035714;0,06781746;0,657423539;0,385452962;0,16540844;0,221904762;0,099146825;0,075515873;0,541231127;0,241821524;0,184185056;0,222103175;0,118611111;0,133829365;0,54171506;0,289295393;0,326413086;0,147301587;0,060694444;0,045912698;0,359272164;0,14803523;0,111982191;0,239503968;0,109460317;0,088865079;0,58415602;0,266976384;0,216744096
0,301964286;0,197103175;0,094980159;0,736498258;0,48073945;0,231658924;0,233055556;0,196448413;0,07547619;0,568428184;0,47914247;0,184088269;0,149305556;0,0925;0,064821429;0,364159893;0,225609756;0,158101046;0,207480159;0,142896825;0,138630952;0,506049168;0,348528842;0,338124274;0,221746032;0,080496032;0,039702381;0,54084398;0,196331785;0,096835075;0,222710318;0,141888889;0,082722222;0,543195896;0,346070461;0,201761518
0,339940476;0,158769841;0,100555556;0,829123113;0,387243515;0,245257453;0,253293651;0,298849206;0,089444444;0,617789392;0,728900503;0,218157182;0,143194444;0,101666667;0,102440476;0,349254741;0,24796748;0,24985482;0,246051587;0,136865079;0,133829365;0,600125823;0,333817267;0,326413086;0,209345238;0,097638889;0,027936508;0,510598142;0,238143631;0,068137824;0,238365079;0,158757937;0,09084127;0,581378242;0,387214479;0,221564073
0,267956349;0,143769841;0,119047619;0,653552071;0,350658149;0,290360046;0,245833333;0,16297619;0,072619048;0,599593496;0,397502904;0,177119628;0,17125;0,209285714;0,079801587;0,417682927;0,510452961;0,194638017;0,220218254;0,098134921;0,134801587;0,537117693;0,239353465;0,328784359;0,134325397;0,167222222;0,029047619;0,327622919;0,407859079;0,070847851;0,207916667;0,156277778;0,087063492;0,507113821;0,381165312;0,21234998
0,257956349;0,222400794;0,096884921;0,629161827;0,54244096;0,236304684;0,236369048;0,208353175;0,078789683;0,576509872;0,508178475;0,192169957;0,140992063;0,108452381;0,078452381;0,34388308;0,264518002;0,191347271;0,19702381;0,158333333;0,135138889;0,480545877;0,386178862;0,329607046;0,111289683;0,079285714;0,037757937;0,27143825;0,193379791;0,092092528;0,18872619;0,155365079;0,085404762;0,460307781;0,378939218;0,208304297
0,22093254;0,102519841;0,081706349;0,538859853;0,250048393;0,199283779;0,262619048;0,253174603;0,068888889;0,640534262;0,617499032;0,16802168;0,162559524;0,124166667;0,086130952;0,396486644;0,302845529;0,210075493;0,198134921;0,119484127;0,136031746;0,483255904;0,2914247;0,331784746;0,146230159;0,273829365;0,029246032;0,356658924;0,6678765;0,071331785;0,198095238;0,174634921;0,080400794;0,483159117;0,425938831;0,196099497
0,218095238;0,229880952;0,12327381;0,531939605;0,56068525;0,300667828;0,228551587;0,17202381;0,08422619;0,557442896;0,419570267;0,205429733;0,151448413;0,101865079;0,082321429;0,369386373;0,248451412;0,200783973;0,186190476;0,147579365;0,133075397;0,454123113;0,359949671;0,324574139;0,116845238;0,097559524;0,04547619;0,284988386;0,237950058;0,110917538;0,180226191;0,149781746;0,093674603;0,439576074;0,365321332;0,228474642
0,266230159;0,138928571;0,09984127;0,649341851;0,338850174;0,243515292;0,270535714;0,13827381;0,089583333;0,659843206;0,337253194;0,218495935;0,166071429;0,134861111;0,070376984;0,405052266;0,328929539;0,17165118;0,164742063;0,136210317;0,136190476;0,401809911;0,332220286;0,332171893;0,194543651;0,04797619;0,030238095;0,474496709;0,117015099;0,073751452;0,212424603;0,11925;0,085246032;0,518108788;0,290853658;0,207917151
0,224900794;0,15672619;0,117579365;0,548538521;0,382259001;0,286778939;0,253134921;0,225813492;0,078035714;0,617402245;0,550764615;0,19033101;0,180416667;0,11234127;0,083611111;0,440040651;0,274003098;0,203929539;0,214047619;0,11359127;0,13452381;0,522067364;0,277051878;0,328106852;0,157698413;0,165992063;0,026785714;0,384630275;0,404858691;0,06533101;0,206039683;0,154892857;0,088107143;0,502535811;0,377787457;0,21489547
0,198253968;0,130912698;0,11765873;0,483546264;0,319299264;0,286972513;0,25031746;0,294960317;0,089365079;0,610530391;0,719415408;0,217963608;0,131805556;0,106904762;0,080654762;0,321476966;0,260743322;0,196718932;0,158472222;0,122579365;0,137480159;0,386517615;0,298974061;0,33531746;0,214980159;0,112063492;0,027996032;0,524341851;0,27332559;0,068283004;0,190765873;0,153484127;0,090630952;0,465282617;0,374351529;0,221051103
0,351468254;0,10609127;0,119960317;0,857239644;0,258759195;0,29258614;0,27484127;0,161488095;0,095753968;0,670344561;0,393873403;0,233546264;0,189702381;0,13827381;0,084880952;0,462688734;0,337253195;0,207026712;0,190376984;0,131289683;0,131309524;0,464334108;0,320218738;0,320267131;0,218293651;0,130198413;0,048968254;0,532423539;0,317557104;0,119434766;0,244936508;0,133468254;0,096174603;0,597406117;0,325532327;0,234572203
0,291111111;0,231230159;0,124880952;0,7100271;0,563975997;0,304587689;0,271865079;0,214623016;0,085654762;0,663085559;0,52347077;0,208914053;0,221626984;0,121289683;0,092242063;0,54055362;0,295828495;0,224980641;0,253611111;0,14656746;0,134722222;0,618563686;0,357481611;0,328590786;0,17265873;0,078313492;0,028154762;0,421118854;0,191008517;0,068670151;0,242174603;0,158404762;0,093130952;0,590669764;0,386353078;0,227148664
0,355178571;0,233789683;0,119424603;0,866289199;0,570218738;0,29127952;0,21172619;0,139246032;0,082420635;0,516405343;0,339624468;0,201025939;0,169265873;0,149246032;0,077043651;0,412843593;0,364014712;0,187911344;0,193353175;0,122380952;0,133452381;0,471593109;0,298490128;0,325493612;0,107718254;0,134424603;0,029424603;0,262727449;0,327864886;0,071767325;0,207448413;0,15581746;0,088353175;0,505971738;0,380042586;0,215495548
0,255555556;0,218035714;0,093551587;0,623306233;0,531794425;0,228174603;0,222777778;0,198234127;0,096944444;0,543360434;0,483497871;0,236449864;0,136805556;0,127142857;0,082142857;0,333672088;0,310104529;0,200348432;0,174424603;0,188492063;0,139444444;0,425425861;0,45973674;0,340108401;0,213730159;0,19640873;0,027519841;0,52129307;0,479045683;0,067121564;0,20065873;0,185662698;0,087920635;0,489411537;0,45283585;0,214440573
0,295218254;0,222956349;0,132757937;0,720044522;0,543795974;0,323799845;0,302896825;0,147321429;0,078234127;0,738772745;0,359320557;0,190814944;0,224027778;0,110734127;0,081746032;0,546409215;0,270083237;0,199380566;0,19031746;0,115277778;0,137480159;0,464188928;0,281165312;0,33531746;0,19218254;0,112896825;0,030059524;0,468737902;0,275358111;0,073315912;0,240928571;0,141837302;0,092055556;0,587630662;0,345944638;0,224525745
0,340119048;0,138769841;0,116984127;0,829558653;0,338463027;0,285327139;0,290119048;0,257777778;0,099563492;0,707607433;0,628726287;0,242837786;0,194702381;0,124980159;0,088809524;0,474883856;0,304829656;0,216608595;0,252599206;0,139543651;0,133154762;0,616095625;0,340350368;0,324767712;0,170019841;0,117400794;0,029246032;0,41468254;0,286343399;0,071331785;0,249511905;0,155694444;0,093551587;0,608565621;0,379742548;0,228174603
0,322281746;0,123293651;0,098373016;0,786053039;0,300716221;0,239934185;0,207539683;0,244444444;0,07234127;0,506194348;0,596205962;0,176442122;0,185337302;0,124563492;0,088015873;0,4520422;0,303813395;0,214672861;0,242440476;0,15859127;0,128531746;0,591318235;0,386807975;0,313492063;0,208888889;0,137321429;0,029325397;0,509485095;0,334930314;0,071525358;0,233297619;0,157642857;0,08331746;0,569018583;0,384494773;0,203213318
0,277896825;0,130873016;0,082083333;0,677797135;0,319202478;0,200203252;0,217123016;0,132480159;0,08390873;0,529568331;0,323122338;0,204655439;0,178611111;0,155456349;0,079801587;0,435636856;0,379161827;0,194638017;0,211329365;0,108115079;0,136626984;0,515437476;0,263695316;0,333236547;0,185436508;0,085297619;0,035813492;0,452284166;0,208042973;0,087349981;0,214079365;0,122444444;0,083646825;0,522144793;0,298644986;0,204016647
0,301944444;0,089861111;0,087142857;0,736449864;0,219173442;0,212543554;0,227460317;0,184325397;0,068730159;0,554781262;0,449574139;0,167634533;0,212539683;0,115277778;0,082698413;0,518389471;0,281165312;0,201703446;0,194305556;0,134047619;0,133194444;0,473915989;0,326945412;0,324864499;0,224027778;0,097698413;0,029801587;0,546409214;0,238288811;0,072686798;0,232055556;0,124242064;0,080313492;0,56598916;0,303029423;0,195886566
0,26922619;0,193253968;0,092896825;0,656649245;0,471351142;0,226577623;0,287797619;0,189940476;0,087043651;0,701945412;0,463269454;0,212301587;0,174265873;0,127460317;0,075238095;0,425038715;0,310878822;0,183507549;0,207698413;0,125218254;0,14031746;0,506581494;0,305410376;0,342237708;0,18625;0,135138889;0,028035714;0,454268293;0,329607046;0,068379791;0,225047619;0,154202381;0,084706349;0,548896632;0,376103368;0,206600852
0,258948413;0,193630952;0,118095238;0,631581494;0,472270616;0,288037166;0,247797619;0,179583333;0,082420635;0,604384437;0,43800813;0,201025939;0,21656746;0,103948413;0,084325397;0,528213317;0,253532715;0,2056717;0,182202381;0,172281746;0,137123016;0,444396051;0,420199381;0,33444638;0,225952381;0,157678571;0,029027778;0,551103368;0,384581882;0,070799458;0,226293651;0,161424603;0,090198413;0,551935733;0,393718544;0,219996129
0,276924603;0,22343254;0,097281746;0,675425861;0,544957414;0,237272551;0,223373016;0,223115079;0,071289683;0,544812234;0,54418312;0,173877274;0,135218254;0,11297619;0,070039683;0,32980062;0,275551683;0,170828495;0,160853175;0,136706349;0,132579365;0,392324816;0,33343012;0,323364305;0,11765873;0,092936508;0,038353175;0,286972513;0,22667441;0,093544328;0,182805556;0,157833333;0,08190873;0,445867209;0,384959349;0,199777391
0,301646825;0,090376984;0,084166667;0,735723964;0,220431669;0,205284553;0,249384921;0,17656746;0,074821429;0,608255904;0,430652342;0,182491289;0,229662698;0,164861111;0,064662698;0,560152922;0,402100271;0,157713898;0,214285714;0,117936508;0,136170635;0,522648084;0,287650019;0,3321235;0,159503968;0,147857143;0,048888889;0,389034069;0,360627178;0,119241192;0,230896825;0,139519841;0,081742063;0,563162989;0,340292296;0,199370886
0,250793651;0,183412698;0,107003968;0,611691831;0,447348045;0,260985288;0,251666667;0,128630952;0,075059524;0,613821138;0,31373403;0,183072009;0,182123016;0,12859127;0,073353175;0,444202478;0,313637244;0,178910183;0,174722222;0,102678571;0,136468254;0,426151762;0,25043554;0,3328494;0,14140873;0,116289683;0,037539683;0,344899342;0,283633372;0,091560201;0,200142857;0,131920635;0,085884921;0,48815331;0,321757646;0,209475416
0,321369048;0,128154762;0,101706349;0,783826945;0,31257259;0,248064266;0,24202381;0,161765873;0,075198413;0,590301974;0,39455091;0,183410763;0,197003968;0,180059524;0,076349206;0,480497483;0,439169571;0,186217576;0,143492063;0,118948413;0,134186508;0,349980643;0,29011808;0,327284166;0,178293651;0,094742063;0,02906746;0,434862563;0,231078204;0,070896245;0,216436508;0,136734127;0,083301587;0,527893922;0,333497871;0,203174603
0,427222222;0,145595238;0,082440476;1,04200542;0,355110337;0,201074332;0,33890873;0,257876984;0,096071429;0,826606659;0,628968254;0,234320557;0,407123016;0,082142857;0,080218254;0,992982966;0,200348432;0,195654278;0,345615079;0,141230159;0,134662698;0,842963608;0,344463802;0,328445606;0,527043651;0,270972222;0,036865079;1,285472319;0,660907859;0,089914828;0,40918254;0,179563492;0,086051587;0,998006194;0,437959737;0,20988192
0,35093254;0,125555556;0,097916667;0,855933024;0,306233062;0,238821138;0,350357143;0,132321429;0,083869048;0,854529617;0,322735192;0,204558653;0,226448413;0,155178571;0,080198413;0,552313202;0,37848432;0,195605885;0,212718254;0,149623016;0,135456349;0,51882501;0,364934185;0,33038134;0,227083333;0,144623016;0,028650794;0,553861789;0,352739063;0,069879985;0,273507937;0,141460317;0,085218254;0,667092528;0,345025164;0,2078494
0,340615079;0,233095238;0,109126984;0,830768486;0,568524971;0,266163376;0,250714286;0,218511905;0,065257937;0,611498258;0,532955865;0,159165699;0,156944444;0,088214286;0,084087302;0,382791327;0,215156795;0,20509098;0,192400794;0,259642857;0,135416667;0,469270228;0,633275261;0,330284553;0,15452381;0,105198413;0,043988095;0,37688734;0,256581494;0,107288037;0,219039682;0,18093254;0,087575397;0,534243128;0,441298877;0,213598529
0,252916667;0,183769841;0,099880952;0,616869919;0,448219125;0,243612079;0,253333333;0,190873016;0,085099206;0,617886179;0,465543941;0,20755904;0,19843254;0,124047619;0,08984127;0,483981805;0,302555168;0,219125049;0,223730159;0,160992063;0,13609127;0,545683314;0,392663569;0,331929926;0,170873016;0,082460317;0,028174603;0,416763453;0,201122726;0,068718544;0,219857143;0,148428571;0,08781746;0,536236934;0,362020906;0,214188928
0,251448413;0,271884921;0,103571429;0,613288811;0,663133953;0,25261324;0,223511905;0,166130952;0,079960317;0,545150987;0,405197445;0,195025165;0,226507937;0,121865079;0,071488095;0,552458383;0,2972319;0,174361207;0,206547619;0,128730159;0,137559524;0,503774681;0,313975997;0,335511034;0,144047619;0,144880952;0,0275;0,351335656;0,353368177;0,067073171;0,210412699;0,166698413;0,084015873;0,513201704;0,406581494;0,204916763
0,392440476;0,275019841;0,115019841;0,957171893;0,670780101;0,280536198;0,294325397;0,217559524;0,083988095;0,717866822;0,530632985;0,204849013;0,199424603;0,154920635;0,084186508;0,486401471;0,377855207;0,205332946;0,220039683;0,118928571;0,13640873;0,536682153;0,290069686;0,33270422;0,152876984;0,159325397;0,038075397;0,372870693;0,388598529;0,092866822;0,251821429;0,185150794;0,091535714;0,614198606;0,451587302;0,22325784
0,265198413;0,18218254;0,118075397;0,646825397;0,444347658;0,287988773;0,262579365;0,184404762;0,078988095;0,640437476;0,449767712;0,192653891;0,179761905;0,151706349;0,072400794;0,438443671;0,370015485;0,176587302;0,163214286;0,079980159;0,133670635;0,398083624;0,195073558;0,326025939;0,12843254;0,150873016;0,037063492;0,313250097;0,367982966;0,090398761;0,199837302;0,149829365;0,088039683;0,487408053;0,365437476;0,214730933
0,380198413;0,136626984;0,103988095;0,927313202;0,333236547;0,253629501;0,28077381;0,201230159;0,069801587;0,68481417;0,490805265;0,170247774;0,219166667;0,093115079;0,098511905;0,534552846;0,227109949;0,240272939;0,201388889;0,145853175;0,129424603;0,491192412;0,35573945;0,315669764;0,175892857;0,149087302;0,028571429;0,429006969;0,363627565;0,069686411;0,251484127;0,14518254;0,086059524;0,61337592;0,354103755;0,209901278
0,31781746;0,2475;0,108035714;0,775164537;0,603658537;0,263501742;0,272797619;0,244781746;0,076369048;0,665360046;0,597028649;0,18626597;0,206964286;0,17609127;0,076150794;0,504790941;0,429490902;0,185733644;0,187837302;0,124900794;0,131845238;0,45813976;0,304636082;0,321573751;0,249444444;0,14218254;0,033134921;0,608401084;0,346786682;0,08081688;0,246972222;0,18709127;0,085107143;0,602371274;0,45632017;0,207578397
0,339246032;0,300218254;0,118452381;0,827429346;0,732239644;0,288908246;0,255218254;0,128075397;0,081686508;0,622483546;0,312379017;0,199235385;0,200952381;0,140119048;0,105575397;0,490127759;0,341753776;0,257500968;0,182480159;0,090833333;0,128650794;0,445073558;0,221544715;0,313782424;0,126011905;0,113015873;0,038134921;0,307346109;0,275648471;0,093012002;0,220781746;0,154452381;0,0945;0,538492064;0,376713124;0,230487805
0,317202381;0,355099206;0,111269841;0,773664344;0,866095625;0,271389857;0,302480159;0,182519841;0,075694444;0,737756485;0,445170345;0,184620596;0,201369048;0,159642857;0,077876984;0,49114402;0,389372822;0,189943863;0,243115079;0,124801587;0,142380952;0,592963608;0,304394115;0,347270616;0,241845238;0,133710317;0,028849206;0,589866434;0,326122726;0,070363918;0,261202381;0,191154762;0,087214286;0,637078978;0,466231127;0,21271777
0,268849206;0,133710317;0,100456349;0,655729772;0,326122726;0,245015486;0,21968254;0,164404762;0,093948413;0,535811072;0,400987224;0,22914247;0,163849206;0,126746032;0,086666667;0,39963221;0,309136663;0,211382115;0,197638889;0,104642857;0,136488095;0,48204607;0,255226481;0,332897793;0,188888889;0,10484127;0,037996032;0,460704607;0,255710414;0,092673248;0,207781746;0,126869048;0,091111111;0,506784746;0,309436702;0,222222222
0,241666667;0,200119048;0,094444444;0,589430894;0,488095238;0,230352304;0,247162698;0,181507937;0,071210317;0,60283585;0,442702284;0,173683701;0,211884921;0,177043651;0,08093254;0,51679249;0,431813783;0,197396439;0,237936508;0,140634921;0,138670635;0,580332946;0,343012002;0,338221061;0,173611111;0,180912698;0,028849206;0,423441734;0,441250484;0,070363918;0,222452381;0,176043651;0,082821429;0,542566783;0,429374758;0,202003484
0,237123016;0,248531746;0,098373016;0,578348819;0,60617499;0,239934185;0,244206349;0,140416667;0,078234127;0,595625242;0,342479675;0,190814944;0,186587302;0,122380952;0,085833333;0,45509098;0,298490127;0,209349593;0,165079365;0,089861111;0,137400794;0,402632598;0,219173442;0,335123887;0,140119048;0,108353175;0,028968254;0,341753775;0,264276036;0,070654278;0,194623016;0,14190873;0,085761905;0,474690283;0,346118854;0,209175377
0,280575397;0,253988095;0,111984127;0,684330236;0,619483159;0,273132017;0,242956349;0,17672619;0,08515873;0,592576461;0,431039489;0,20770422;0,176289683;0,078392857;0,094424603;0,429974837;0,19120209;0,23030391;0,253035714;0,110456349;0,132480159;0,617160279;0,26940573;0,323122338;0,124146825;0,125496032;0,05047619;0,302797135;0,306087882;0,12311266;0,215400794;0,149011905;0,094904762;0,52536779;0,36344367;0,231475029
0,294087302;0,132559524;0,11672619;0,717286101;0,323315912;0,284698026;0,218075397;0,233333333;0,085376984;0,531891212;0,569105691;0,208236547;0,196170635;0,102142857;0,080833333;0,478464963;0,24912892;0,197154471;0,192222222;0,081170635;0,126269841;0,468834688;0,197977158;0,307975223;0,190575397;0,110992063;0,056428571;0,464818041;0,27071235;0,137630662;0,21822619;0,132039683;0,093126984;0,532259001;0,322048006;0,227138986
0,290496032;0,135376984;0,091865079;0,708526907;0,330187766;0,224061169;0,233928571;0,159424603;0,105753968;0,570557491;0,388840496;0,257936508;0,141309524;0,133253968;0,069880952;0,344657376;0,325009678;0,170441346;0,18968254;0,126924603;0,140416667;0,462640341;0,309572203;0,342479675;0,138194444;0,101230159;0,03718254;0,337059621;0,246902826;0,090689121;0,198722222;0,131242063;0,089019841;0,484688347;0,320102594;0,217121564
0,283035714;0,197857143;0,090615079;0,69033101;0,482578397;0,221012389;0,210535714;0,182837302;0,083134921;0,513501742;0,445944638;0,202768099;0,14484127;0,153531746;0,07734127;0,35327139;0,374467673;0,188637244;0,150853175;0,10531746;0,127757937;0,367934572;0,256871854;0,311604723;0,147936508;0,136785714;0,045833333;0,360820751;0,333623693;0,111788618;0,187440476;0,155265873;0,084936508;0,457171893;0,378697251;0,207162215
